"avellaneda_sab_cuba" "bazan_various_spain" "carrasquilla_frutosDeMiTierra_colombia" "cuervo_apuntacionesCriticas_colombia" "diaz_manuela_colombia" "galdos_trafalgar_spain" "hernandez_martinFierro_argentina" "isaacs_maria_colombia" "lizardi_periquilloFull_mexico" "marmol_amalia_argentina" "martí_nuestraAmerica_cuba" "mitre_soledad_bolivia" "palacios_elAlferezReal_colombia" "samper_dolores_colombia"
"nuestra" 0.0379218809252939 0.0284656988329063 0 0.0577103976823504 0.0308389377172069 0.124926800702713 0.0138596296706952 0.0613086612417791 0.0446216087577344 0.0623063742882362 0.18420785547549 0.0284778584650434 0.016870112186246 0.0462629793358692
"nuestros" 0.0208570345089116 0.0158142771293924 0.0114429568600526 0.0559790857518799 0.0177916948368502 0.0702713253952762 0.00277192593413904 0.0613086612417791 0.0163612565445026 0.0398068502397065 0.0456713691261545 0.052209407185913 0.00241001602660658 0
"obenques" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"obligándome" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"obscuridad" 0 0 0 0 0.00711667793474006 0.0117118875658794 0 0 0.00297477391718229 0 0 0 0.00241001602660658 0
"observaba" 0.00189609404626469 0 0 0.000577103976823504 0.00118611298912334 0.00975990630489947 0 0 0 0.000865366309558836 0 0.0047463097441739 0 0
"observando" 0.00189609404626469 0.00316285542587848 0 0.00115420795364701 0 0.0136638688268593 0 0 0 0.000865366309558836 0 0 0 0
"observé" 0 0 0 0 0 0.0136638688268593 0 0 0.00594954783436459 0 0 0 0 0
"ocasión" 0.00568828213879408 0.00632571085175697 0.0214555441125987 0.0138504954437641 0.0142333558694801 0.0390396252195979 0 0 0.0163612565445026 0.00865366309558836 0.0106566527961027 0.0189852389766956 0.00843505609312302 0
"ocupaban" 0.00379218809252939 0 0.00143036960750658 0.000577103976823504 0.00118611298912334 0.00975990630489947 0 0.0111470293166871 0 0.00173073261911767 0 0.0047463097441739 0.00241001602660658 0
"ocupado" 0.00568828213879408 0.00316285542587848 0 0.00461683181458803 0.00118611298912334 0.0156158500878392 0 0 0.00297477391718229 0.00346146523823535 0.00253729828478636 0.0047463097441739 0.00241001602660658 0
"ocurría" 0 0 0.00286073921501316 0 0 0.00975990630489947 0 0 0 0.00216341577389709 0 0 0.00843505609312302 0
"oficial" 0 0.0284656988329063 0.00286073921501316 0.00230841590729402 0.00118611298912334 0.0331836814366582 0.0166315556048342 0 0.0252855782960495 0.0160092767268385 0.00608951588348726 0.0047463097441739 0.0108450721197296 0
"oficiales" 0 0 0.00143036960750658 0.00173131193047051 0 0.0566074565684169 0.00277192593413904 0 0.010411708710138 0.0108170788694855 0.00710443519740181 0 0.00120500801330329 0
"oficialidad" 0 0 0 0 0 0.00780792504391958 0 0 0 0.000432683154779418 0 0 0 0
"oí" 0.00379218809252939 0.00632571085175697 0.00429110882251974 0.00230841590729402 0.00711667793474006 0.0312317001756783 0 0.0390146026084049 0.00594954783436459 0.000865366309558836 0.000507459656957272 0 0.00482003205321315 0.0359823172612316
"olas" 0 0.00316285542587848 0 0.00115420795364701 0.00118611298912334 0.0273277376537185 0 0.00557351465834355 0.00148738695859115 0.00908634625036778 0.00659697554044453 0 0.00120500801330329 0.0051403310373188
"operación" 0.00189609404626469 0.00632571085175697 0.00429110882251974 0.00288551988411752 0.00237222597824669 0.0175678313488191 0 0 0.00743693479295574 0.00432683154779418 0.000507459656957272 0.0047463097441739 0.00361502403990987 0
"ordenándome" 0 0 0 0 0 0.00780792504391958 0 0 0 0 0 0 0 0
"orzar" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"paca" 0 0 0 0 0 0.0175678313488191 0 0 0 0 0 0 0 0
"padre" 0.128934395145999 0.0790713856469621 0.0343288705801579 0.0369346545167043 0.0142333558694801 0.0273277376537185 0.0471227408803637 0.351131423475644 0.148738695859115 0.0467297807161772 0.0314624987313509 0.0237315487208695 0.243411618687264 0.318700524313766
"palo" 0 0.00632571085175697 0.0071518480375329 0.00981076760599957 0.0332111636954536 0.0351356626976381 0.0221754074731123 0 0.0118990956687292 0.000865366309558836 0.00101491931391454 0 0.00120500801330329 0.0051403310373188
"pañol" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"pañoles" 0 0 0 0.000577103976823504 0 0.00780792504391958 0 0 0 0 0 0 0 0
"parece" 0.0322335987864998 0.0284656988329063 0.0615058931227829 0.0715608931261145 0.0593056494561672 0.107358969353894 0.0582104446169198 0 0.0535459305092813 0.0467297807161772 0.0497310463818126 0.0949261948834781 0.0277151843059756 0.025701655186594
"parecía" 0.0796359499431172 0.0284656988329063 0.0414807186176908 0.00403972783776453 0.0237222597824669 0.0897911380050752 0 0.0167205439750307 0.00594954783436459 0.0328839197632358 0.0172536283365472 0.0854335753951303 0.0313302083458855 0.0411226482985504
"peligro" 0.00568828213879408 0.0158142771293924 0.00429110882251974 0.0103878715828231 0.00355833896737003 0.0468475502635175 0.0554385186827808 0.0167205439750307 0.00892432175154688 0.023797573512868 0.0182685476504618 0.0047463097441739 0.0132550881463362 0.0051403310373188
"peluquero" 0 0 0.00143036960750658 0 0 0.00975990630489947 0 0 0 0 0 0 0 0
"pena" 0 0.00948856627763545 0.0143036960750658 0.00865655965235256 0.0189778078259735 0.0292797189146984 0.0249473334072514 0.0111470293166871 0.0133864826273203 0.00129804946433825 0.0101491931391454 0.00949261948834781 0.00723004807981973 0.0565436414105068
"penoles" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"pensamientos" 0.0151687523701176 0.0126514217035139 0 0.00346262386094103 0.00355833896737003 0.0253757563927386 0.00277192593413904 0.00557351465834355 0.00446216087577344 0.00173073261911767 0.0101491931391454 0.0047463097441739 0.0120500801330329 0.0154209931119564
"perdimos" 0 0 0 0.000577103976823504 0 0.00585594378293968 0 0 0 0 0.000507459656957272 0 0 0
"perecer" 0.00189609404626469 0 0 0 0.00118611298912334 0.00975990630489947 0.00277192593413904 0 0.00297477391718229 0 0.000507459656957272 0 0 0
"perecido" 0.00189609404626469 0 0 0 0.00118611298912334 0.00585594378293968 0 0 0 0 0 0 0 0
"periodo" 0 0 0 0.000577103976823504 0 0.00585594378293968 0 0 0 0 0 0 0 0
"pesado" 0 0.00316285542587848 0.00143036960750658 0.00230841590729402 0 0.0136638688268593 0 0 0.00148738695859115 0.00129804946433825 0.00253729828478636 0.0047463097441739 0.00120500801330329 0
"pesar" 0.0398179749715586 0.0411171205364203 0.0243162833276119 0.0126962874901171 0.0213500338042202 0.0644153816123365 0.0166315556048342 0.0167205439750307 0.0118990956687292 0.0151439104172796 0.0162387090226327 0.0189852389766956 0.0349452323857954 0.0154209931119564
"pierna" 0 0 0.00286073921501316 0.00403972783776453 0.00711667793474006 0.0273277376537185 0.00277192593413904 0 0.00892432175154688 0.00302878208345593 0.00202983862782909 0 0.00361502403990987 0
"piezas" 0 0 0.0071518480375329 0.00173131193047051 0.00593056494561672 0.0253757563927386 0 0 0.00297477391718229 0.00822097994080894 0.00101491931391454 0.0047463097441739 0.0108450721197296 0
"pince" 0 0 0 0 0 0.00780792504391958 0 0 0 0 0 0 0 0
"pique" 0 0 0.00143036960750658 0.00230841590729402 0.00118611298912334 0.0175678313488191 0 0 0 0.000865366309558836 0 0 0 0.0051403310373188
"poco" 0.0777398558968525 0.0632571085175697 0.0872525460579014 0.0507851499604684 0.072352892336524 0.121022838180753 0.0942454817607273 0.0613086612417791 0.102629700142789 0.0666332058360304 0.0471937480970263 0.0664483364184347 0.079530528878017 0.0822452965971009
"poderlo" 0 0 0 0 0 0.00585594378293968 0 0.00557351465834355 0.00148738695859115 0.000432683154779418 0 0 0 0
"podía" 0.0379218809252939 0.0632571085175697 0.0557844146927566 0.00230841590729402 0.0142333558694801 0.0722233066562561 0 0.0724556905584662 0.0565207044264636 0.0333166029180152 0.0172536283365472 0.052209407185913 0.0409702724523118 0.102806620746376
"podíamos" 0 0 0 0 0.00118611298912334 0.00585594378293968 0 0 0.00297477391718229 0 0 0 0 0.0051403310373188
"popa" 0 0 0 0.000577103976823504 0 0.0409916064805778 0 0 0.00297477391718229 0.00346146523823535 0 0 0 0
"pormenores" 0.00189609404626469 0 0.00143036960750658 0.000577103976823504 0 0.0117118875658794 0 0.00557351465834355 0 0.000865366309558836 0 0 0 0.0102806620746376
"portalón" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"posible" 0.0170648464163823 0.0221399879811494 0.0100125872525461 0.00865655965235256 0.0118611298912334 0.0409916064805778 0 0.0390146026084049 0.00892432175154688 0.0263936724415445 0.0137014107378463 0.0332241682092173 0.0192801282128526 0.0205613241492752
"preciso" 0.024649222601441 0.0221399879811494 0.0071518480375329 0.00519393579141154 0.00474445195649338 0.0429435877415577 0.0443508149462246 0.0111470293166871 0.0133864826273203 0.0233648903580886 0.00761189485435908 0.0142389292325217 0.0204851362261559 0.0308419862239128
"presencia" 0.0284414106939704 0.0126514217035139 0.00572147843002632 0.00692524772188205 0.0118611298912334 0.0331836814366582 0.00277192593413904 0 0.00743693479295574 0.0164419598816179 0.00456713691261545 0.0189852389766956 0.00843505609312302 0.0051403310373188
"presenciar" 0.00189609404626469 0 0 0 0 0.00975990630489947 0 0.0111470293166871 0.00148738695859115 0.000432683154779418 0.000507459656957272 0 0 0
"presencié" 0 0.00316285542587848 0 0 0 0.00780792504391958 0 0 0.00297477391718229 0 0 0 0 0
"presteza" 0 0 0 0.00115420795364701 0.00237222597824669 0.00780792504391958 0.00277192593413904 0 0 0 0.00202983862782909 0 0 0
"príncipe" 0.0549867273416761 0 0 0.00923366362917607 0 0.0253757563927386 0 0 0 0.000432683154779418 0.0035522175987009 0 0.00482003205321315 0
"prisioneros" 0 0.00316285542587848 0 0.000577103976823504 0.00118611298912334 0.0214717938707788 0 0 0 0.000432683154779418 0.00152237897087182 0 0 0
"proa" 0 0 0 0.00173131193047051 0 0.037087643958618 0 0 0 0.000432683154779418 0.00101491931391454 0 0 0
"procurando" 0.00189609404626469 0 0 0.00115420795364701 0 0.00780792504391958 0.00277192593413904 0.00557351465834355 0.00148738695859115 0 0 0.0047463097441739 0 0.0102806620746376
"produjo" 0 0.00316285542587848 0.00143036960750658 0.00115420795364701 0.00118611298912334 0.0117118875658794 0 0 0 0.000865366309558836 0.000507459656957272 0.00949261948834781 0 0.0051403310373188
"proyectiles" 0 0 0 0 0 0.00585594378293968 0 0 0 0.000432683154779418 0.000507459656957272 0 0 0
"pude" 0.0113765642775882 0.00632571085175697 0.00429110882251974 0 0.00237222597824669 0.0527034940464572 0.0221754074731123 0.0557351465834355 0.0148738695859115 0.00216341577389709 0.000507459656957272 0 0.00120500801330329 0.051403310373188
"puentes" 0 0 0 0 0.00118611298912334 0.00780792504391958 0 0 0 0 0.00152237897087182 0 0 0
"pues" 0.151687523701176 0.0948856627763545 0.296086508753862 0.146007306136347 0.183847513314118 0.226429826273668 0.313227630557712 0.0891762345334968 0.273679200380771 0.150141054708458 0.0385669339287527 0.0474630974417391 0.187981250075313 0.102806620746376
"puntales" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0.000507459656957272 0 0 0
"punto" 0.00568828213879408 0.0347914096846633 0.0300377617576382 0.0398201744008218 0.0130472428803568 0.0546554753074371 0.0776139261558931 0.0222940586333742 0.0208234174202761 0.0177400093459561 0.0152237897087182 0.00949261948834781 0.0385602564257052 0.025701655186594
"quedarme" 0 0 0 0 0.00237222597824669 0.00780792504391958 0.00277192593413904 0 0.00297477391718229 0 0.000507459656957272 0 0 0
"quedé" 0.00189609404626469 0 0.00143036960750658 0.00115420795364701 0.00355833896737003 0.0156158500878392 0.0166315556048342 0.0111470293166871 0.0237981913374584 0.000865366309558836 0.000507459656957272 0 0 0.0102806620746376
"quilla" 0 0 0 0 0 0.00585594378293968 0 0 0.00148738695859115 0 0 0 0 0
"quizás" 0.00379218809252939 0 0.00143036960750658 0 0.00118611298912334 0.0175678313488191 0 0 0.00148738695859115 0.000432683154779418 0.00101491931391454 0 0 0
"rafael" 0 0 0.00143036960750658 0.00173131193047051 0 0.0292797189146984 0 0.00557351465834355 0 0.00173073261911767 0.00202983862782909 0.0047463097441739 0 0
"rayo" 0.0151687523701176 0.00948856627763545 0.00286073921501316 0.00288551988411752 0.00474445195649338 0.074175287917236 0.00831577780241712 0 0.00297477391718229 0.0112497620242649 0.01116411245306 0.0237315487208695 0.00602504006651644 0
"razones" 0 0.00948856627763545 0.00572147843002632 0.0103878715828231 0.00474445195649338 0.0214717938707788 0.00831577780241712 0 0.00594954783436459 0.000432683154779418 0.00913427382523089 0 0.00120500801330329 0
"reconocí" 0 0 0 0.00115420795364701 0 0.00975990630489947 0 0.00557351465834355 0 0.000432683154779418 0 0 0 0
"reconocieron" 0 0 0 0 0 0.00585594378293968 0 0 0.00148738695859115 0 0 0.0047463097441739 0.00120500801330329 0
"recuerdo" 0.00758437618505878 0.0158142771293924 0.00858221764503948 0.00577103976823504 0.00830279092386341 0.0527034940464572 0.00831577780241712 0.0222940586333742 0.00297477391718229 0.00865366309558836 0.00558205622652999 0.0237315487208695 0.00843505609312302 0.0616839724478256
"redoblado" 0 0 0.00143036960750658 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"redobló" 0.00189609404626469 0.00316285542587848 0 0 0 0.00585594378293968 0 0 0.00148738695859115 0 0 0 0 0
"referir" 0.00568828213879408 0.00316285542587848 0 0.00173131193047051 0.00118611298912334 0.0117118875658794 0 0 0.00446216087577344 0.00259609892867651 0.000507459656957272 0.0047463097441739 0.00241001602660658 0
"remedando" 0 0 0 0.000577103976823504 0 0.00585594378293968 0 0 0.00148738695859115 0 0 0 0 0
"remolcar" 0 0 0 0 0 0.00780792504391958 0 0 0 0 0 0 0 0
"rendición" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0.000507459656957272 0.0047463097441739 0 0
"rendido" 0.00189609404626469 0.00948856627763545 0.00143036960750658 0.000577103976823504 0.00118611298912334 0.00975990630489947 0 0 0 0 0 0 0.00120500801330329 0
"rendirse" 0 0 0 0 0.00118611298912334 0.00975990630489947 0 0 0 0 0 0 0 0
"represar" 0 0 0 0 0 0.00780792504391958 0 0 0 0 0 0 0 0
"representé" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"rescatar" 0 0 0 0 0.00118611298912334 0.00780792504391958 0.00277192593413904 0 0 0.000432683154779418 0.00152237897087182 0 0 0
"resonó" 0 0.00632571085175697 0 0.000577103976823504 0 0.00585594378293968 0 0 0 0 0 0 0 0
"restos" 0 0 0.00143036960750658 0.000577103976823504 0 0.0156158500878392 0 0.00557351465834355 0 0.00259609892867651 0.00202983862782909 0.0047463097441739 0.00482003205321315 0
"retaguardia" 0 0 0 0.000577103976823504 0.00355833896737003 0.0175678313488191 0 0 0.00594954783436459 0.0047595147025736 0 0 0 0
"retirado" 0.00189609404626469 0 0 0 0.00118611298912334 0.0117118875658794 0 0 0 0.00389414839301476 0 0.0047463097441739 0.00120500801330329 0.0051403310373188
"retumbante" 0 0 0.00143036960750658 0 0 0.00585594378293968 0 0 0.00446216087577344 0 0 0 0 0
"rezar" 0 0 0.0071518480375329 0.00173131193047051 0.00355833896737003 0.0136638688268593 0.00554385186827808 0 0.00148738695859115 0.000432683154779418 0 0 0.00723004807981973 0
"rosellón" 0 0 0 0 0 0.00975990630489947 0 0 0 0 0 0 0 0
"rosita" 0 0 0 0 0 0.0234237751317587 0 0 0 0 0 0 0 0
"royal" 0 0 0 0.000577103976823504 0 0.00975990630489947 0 0 0 0.000432683154779418 0 0 0 0
"ruidosa" 0.00189609404626469 0 0 0 0 0.00780792504391958 0 0 0 0 0.000507459656957272 0 0.00241001602660658 0.0051403310373188
"salimos" 0 0.00316285542587848 0.00143036960750658 0.00230841590729402 0.00474445195649338 0.0136638688268593 0.00554385186827808 0.00557351465834355 0.00594954783436459 0.00173073261911767 0.00152237897087182 0 0.00361502403990987 0.0051403310373188
"salvarnos" 0 0 0 0 0 0.00585594378293968 0 0 0 0.000865366309558836 0 0 0 0
"san" 0 0.00632571085175697 0.027177022542625 0.0201986391888226 0.0332111636954536 0.124926800702713 0.0110877037365562 0 0.0237981913374584 0.0302878208345593 0.0502385060387699 0 0.0723004807981973 0.0154209931119564
"sanlúcar" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"sano" 0 0.00632571085175697 0.00143036960750658 0.00173131193047051 0 0.0175678313488191 0.00277192593413904 0 0.00297477391718229 0.000865366309558836 0.00608951588348726 0 0.00482003205321315 0.0051403310373188
"santa" 0.00189609404626469 0.00948856627763545 0.0228859137201053 0.0294323028179987 0.0106750169021101 0.101503025570955 0.0166315556048342 0.0222940586333742 0.0178486435030938 0.0311531871441181 0.00862681416827362 0.00949261948834781 0.0277151843059756 0
"santísima" 0 0 0.0071518480375329 0 0 0.0214717938707788 0 0 0.00297477391718229 0 0 0 0.00361502403990987 0
"seguí" 0 0 0 0 0 0.00780792504391958 0 0.00557351465834355 0.00297477391718229 0.00173073261911767 0 0 0 0
"señor" 0.0777398558968525 0.0790713856469621 0.115859938208033 0.0646356454042325 0.186219739292365 0.0644153816123365 0.0304911852755294 0.0278675732917178 0.153200856734888 0.477249519721698 0.0314624987313509 0.0854335753951303 0.148215985636304 0.0051403310373188
"señora" 0.0417140690178233 0.0537685422399342 0.0743792195903421 0.00981076760599957 0.0830279092386341 0.0195198126097989 0.00554385186827808 0.0111470293166871 0.0312351261304141 0.179996192388238 0.00761189485435908 0.0332241682092173 0.054225360598648 0.0154209931119564
"señorito" 0 0.0379542651105418 0.00286073921501316 0.000577103976823504 0 0.0117118875658794 0 0 0 0 0 0 0 0
"sensación" 0.00189609404626469 0 0.00143036960750658 0 0 0.0136638688268593 0 0.00557351465834355 0 0.000865366309558836 0.000507459656957272 0 0 0
"sensaciones" 0.00568828213879408 0 0 0.000577103976823504 0 0.0156158500878392 0 0 0 0.000432683154779418 0 0 0 0.0051403310373188
"sentí" 0.00379218809252939 0.00316285542587848 0.00286073921501316 0.000577103976823504 0.00118611298912334 0.0253757563927386 0.00831577780241712 0.0278675732917178 0.00446216087577344 0.00173073261911767 0.00101491931391454 0 0.00120500801330329 0.0462629793358692
"servicio" 0.00568828213879408 0.0126514217035139 0.00143036960750658 0.00461683181458803 0.00711667793474006 0.037087643958618 0.0277192593413904 0.00557351465834355 0.0118990956687292 0.0242302566676474 0.00964173348218817 0 0.0241001602660658 0.0051403310373188
"si" 0.284414106939704 0.332099819717241 0.423389403821948 0.380311520726689 0.289411569346096 0.409916064805778 0.584876372103337 0.195073013042024 0.374821513564969 0.282974783225739 0.182178016847661 0.223076557976174 0.255461698820297 0.205613241492752
"sido" 0.0910125142207053 0.0284656988329063 0.0228859137201053 0.0317407187252927 0.0438861805975637 0.0956470817880148 0.0277192593413904 0.0557351465834355 0.0416468348405521 0.0549507606569861 0.041104232213539 0.099672504627652 0.100015665104173 0.0719646345224633
"sitios" 0.0113765642775882 0 0 0.000577103976823504 0.00593056494561672 0.0117118875658794 0 0.0222940586333742 0 0 0 0 0.00361502403990987 0
"sollado" 0 0 0 0 0 0.00780792504391958 0 0 0 0 0 0 0 0
"son" 0.0796359499431172 0.0442799759622988 0.071518480375329 0.180633544745757 0.122169637879704 0.0468475502635175 0.157999778245925 0.050161631925092 0.190385530699667 0.0982190761349279 0.143103623261951 0.0569557169300869 0.0530203525853447 0.0359823172612316
"sotavento" 0 0 0 0 0 0.00975990630489947 0 0 0 0 0 0 0 0
"sovereign" 0 0 0 0 0 0.00975990630489947 0 0 0 0 0 0 0 0
"sr" 0.00758437618505878 0 0 0.000577103976823504 0 0.0195198126097989 0 0 0 0 0.00304475794174363 0 0 0
"subimos" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"supe" 0 0.00632571085175697 0.00286073921501316 0.00230841590729402 0.00474445195649338 0.0292797189146984 0.0332631112096685 0.0111470293166871 0.0148738695859115 0 0.000507459656957272 0 0.00361502403990987 0.0154209931119564
"superioridad" 0 0 0 0.000577103976823504 0 0.00975990630489947 0 0 0.00148738695859115 0.00173073261911767 0.00304475794174363 0 0 0
"también" 0.123246113007205 0.0506056868140557 0.0944043940954343 0.141390474321759 0.0889584741842508 0.18153425727113 0 0.0278675732917178 0.0788315088053308 0.0930268782775749 0.0274028214756927 0.0711946461626086 0.0518153445720414 0.0822452965971009
"tan" 0.293894577171028 0.205585602682101 0.430541251859481 0.143121786252229 0.181475287335872 0.298653132929924 0.194034815389733 0.222940586333742 0.24690623512613 0.113795669706987 0.1116411245306 0.204091318999478 0.1831612180221 0.185051917343477
"temerary" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"temporal" 0 0.00316285542587848 0 0.000577103976823504 0 0.0136638688268593 0.00277192593413904 0 0.00594954783436459 0.000432683154779418 0.00202983862782909 0 0.00120500801330329 0
"tenía" 0.0625711035267349 0.091722807350476 0.125872525460579 0 0.0984473780972375 0.126878781963693 0.0194034815389733 0.100323263850184 0.113041408852927 0.0674985721455892 0.0360296356439663 0.099672504627652 0.116885777290419 0.133648606970289
"terrible" 0.0511945392491468 0.0189771325552709 0.0143036960750658 0.00403972783776453 0.00948890391298675 0.0585594378293968 0.0194034815389733 0.0222940586333742 0.0118990956687292 0.0311531871441181 0.00608951588348726 0.0047463097441739 0.00241001602660658 0.0051403310373188
"terribles" 0.0113765642775882 0.00632571085175697 0.00429110882251974 0.00115420795364701 0.00355833896737003 0.0253757563927386 0.0110877037365562 0.0111470293166871 0.00892432175154688 0.00605756416691185 0.00253729828478636 0.0047463097441739 0.00120500801330329 0.0102806620746376
"themis" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"tiene" 0.0511945392491468 0.0379542651105418 0.0972651333104474 0.103301611851407 0.119797411901458 0.0331836814366582 0.205122519126289 0.0111470293166871 0.0877558305568777 0.0917288288132366 0.107073987617984 0.0617020266742608 0.062660416691771 0.0462629793358692
"timón" 0 0 0 0 0 0.0117118875658794 0 0 0.00446216087577344 0.000865366309558836 0.000507459656957272 0 0 0
"todos" 0.106181266590823 0.0727456747952051 0.0858221764503948 0.0981076760599957 0.161311366520775 0.251805582666406 0.149684000443508 0.100323263850184 0.200797239409805 0.211149379532356 0.128894752867147 0.166120841046087 0.187981250075313 0.154209931119564
"tolón" 0 0 0 0 0 0.00780792504391958 0 0 0 0 0 0 0 0
"trafalgar" 0 0 0 0 0 0.0175678313488191 0 0 0 0 0 0 0 0
"tranquilos" 0 0 0 0 0 0.00780792504391958 0 0 0 0.00216341577389709 0.00152237897087182 0 0 0
"transportado" 0.00189609404626469 0 0 0 0 0.00975990630489947 0 0 0 0 0 0.0047463097441739 0 0
"trasbordo" 0 0 0 0 0 0.00975990630489947 0 0 0 0 0 0 0 0
"travesía" 0 0 0 0 0.00118611298912334 0.00975990630489947 0 0 0 0.000432683154779418 0.000507459656957272 0 0.00241001602660658 0
"trinidad" 0 0 0 0 0 0.074175287917236 0 0 0 0.000432683154779418 0.00152237897087182 0 0 0
"trinquete" 0 0 0 0 0 0.00780792504391958 0 0 0.00148738695859115 0 0 0 0 0
"tripulación" 0 0 0 0 0 0.0487995315244974 0 0 0.00148738695859115 0.00129804946433825 0 0 0 0
"tripulantes" 0 0 0 0 0 0.00780792504391958 0 0 0 0 0.000507459656957272 0 0 0
"tristeza" 0.0227531285551763 0.0158142771293924 0.0071518480375329 0.00115420795364701 0.00118611298912334 0.0312317001756783 0.00831577780241712 0 0.00297477391718229 0.00173073261911767 0.00558205622652999 0.0047463097441739 0.00241001602660658 0.0102806620746376
"trozos" 0 0 0.00143036960750658 0 0.00118611298912334 0.00975990630489947 0 0 0.00148738695859115 0 0.00405967725565818 0 0 0
"tu" 0.191505498672734 0.0347914096846633 0.027177022542625 0.0559790857518799 0.0510028585323038 0.00975990630489947 0.0360350371438075 0.111470293166871 0.124940504521656 0.0722580868481628 0.00558205622652999 0.261047035929565 0.0614554086784677 0.133648606970289
"tuvimos" 0 0 0.00429110882251974 0 0.00118611298912334 0.00780792504391958 0 0 0 0 0.000507459656957272 0 0 0
"una" 0.923397800530906 0.907739507227125 0.637944844947935 0.424748526942099 0.875351385973028 0.489947296505954 0.618139483313006 0.875041801359938 0.559257496430271 0.802194568961041 0.520653608038161 0.991978736532346 0.590453926518611 0.873856276344197
"uriarte" 0 0 0 0 0 0.00780792504391958 0 0 0 0 0.000507459656957272 0 0 0
"usted" 0.00189609404626469 0.202422747256223 0.107277720562993 0.0357804465630573 0.545611974996738 0.124926800702713 0 0 0.295990004759638 0.723446234791187 0.00456713691261545 0 0.206056370274862 0.138788938007608
"ustedes" 0 0.0126514217035139 0.017164435290079 0.00403972783776453 0.0142333558694801 0.0644153816123365 0.0221754074731123 0 0.0163612565445026 0.0233648903580886 0.000507459656957272 0 0.00602504006651644 0.0051403310373188
"valdés" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0.000507459656957272 0 0.00120500801330329 0
"vanguardia" 0 0 0.00143036960750658 0.000577103976823504 0.00593056494561672 0.0136638688268593 0 0 0 0 0.00101491931391454 0 0 0
"vejer" 0 0 0 0 0 0.0195198126097989 0 0 0 0 0 0 0 0
"velamen" 0 0 0 0 0 0.00975990630489947 0 0 0 0 0 0 0 0
"velas" 0.00379218809252939 0.00316285542587848 0.00572147843002632 0.000577103976823504 0.00474445195649338 0.0195198126097989 0.00277192593413904 0 0.00446216087577344 0.00173073261911767 0.00202983862782909 0 0.00241001602660658 0.0051403310373188
"vendaval" 0 0 0 0 0 0.0117118875658794 0 0 0 0.000432683154779418 0 0 0 0
"verle" 0.00379218809252939 0.00316285542587848 0.00143036960750658 0.00115420795364701 0 0.0117118875658794 0.00277192593413904 0 0.00148738695859115 0 0.00152237897087182 0.00949261948834781 0 0
"vi" 0.0189609404626469 0.00632571085175697 0.0128733264675592 0.0756006209638791 0.0237222597824669 0.0819832129611556 0.0138596296706952 0.0334410879500613 0.0461089957163256 0.00605756416691185 0.00811935451131635 0 0.00964006410642631 0.0462629793358692
"victoria" 0 0.00316285542587848 0 0.00230841590729402 0.00118611298912334 0.0253757563927386 0 0 0 0.0129804946433825 0.00811935451131635 0 0.00361502403990987 0
"victory" 0 0 0 0 0 0.0156158500878392 0 0 0 0 0 0 0 0
"viendo" 0.00379218809252939 0.00948856627763545 0.0243162833276119 0.00692524772188205 0.0225361467933435 0.0409916064805778 0.0221754074731123 0 0.00594954783436459 0.00865366309558836 0.00558205622652999 0.0284778584650434 0.0265101762926723 0.0102806620746376
"viento" 0.00379218809252939 0.00948856627763545 0.00858221764503948 0.00577103976823504 0 0.0409916064805778 0.0277192593413904 0.0557351465834355 0.00297477391718229 0.0047595147025736 0.00862681416827362 0.00949261948834781 0.00602504006651644 0.0308419862239128
"villeneuve" 0 0 0 0 0 0.0351356626976381 0 0 0 0 0 0 0 0
"vimos" 0 0 0 0.00461683181458803 0 0.0292797189146984 0 0 0.00743693479295574 0.000865366309558836 0 0.0047463097441739 0.00241001602660658 0
"virar" 0 0 0 0 0 0.00975990630489947 0 0 0 0 0 0 0 0
"vista" 0.0417140690178233 0.0158142771293924 0.0157340656825724 0.0311636147484692 0.0332111636954536 0.0663673628733164 0.0471227408803637 0.0222940586333742 0.0252855782960495 0.0155765935720591 0.00710443519740181 0.0759409559067825 0.0325352163591888 0.0102806620746376
"volverán" 0 0 0 0.000577103976823504 0 0.00585594378293968 0 0 0 0.000432683154779418 0.00101491931391454 0 0 0
"yacían" 0.00189609404626469 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0.0051403310373188
